index,label
7573,-1
3162,1
4261,1
4018,-1
7066,1
3890,1
3209,1
4520,1
1751,-1
8041,1
840,-1
1946,-1
6611,1
667,-1
5684,1
1926,-1
4973,1
2569,-1
3891,-1
1216,-1
1433,1
5859,-1
4912,1
4561,1
4921,1
4556,-1
3267,-1
7753,-1
133,-1
1284,-1
5111,1
3976,1
2962,-1
3335,-1
3788,-1
6965,1
1414,-1
1961,-1
3913,1
7044,1
124,-1
2509,-1
1398,-1
7567,1
4196,1
6059,1
3664,-1
3563,-1
3655,-1
5291,-1
6997,-1
3828,-1
3110,1
6381,1
4821,1
976,-1
6473,1
4809,1
4619,1
1633,-1
2620,-1
5014,1
5902,1
843,-1
6848,1
2460,-1
6423,1
2795,-1
7227,1
1051,-1
3397,1
4779,1
3075,1
7280,-1
7955,-1
5844,1
4105,-1
475,-1
2334,-1
4579,1
3711,-1
6384,1
4220,1
3990,1
3100,-1
7131,1
6060,1
5917,-1
1246,-1
8009,-1
7410,1
2726,-1
6655,1
4474,1
7780,1
7585,-1
6587,1
7548,-1
6104,1
3810,1
143,-1
8013,-1
3126,-1
2764,-1
4013,1
5054,1
5260,1
4492,1
1888,-1
6443,1
2703,-1
2111,-1
1983,-1
875,-1
3683,1
4511,1
8094,-1
7960,-1
2887,1
7686,1
6522,1
1830,-1
6008,1
2916,-1
5935,1
1624,-1
1467,-1
2193,-1
4986,1
3018,-1
2217,-1
751,-1
3650,-1
1008,-1
8122,1
472,-1
3964,1
7811,-1
2149,1
2530,-1
2955,-1
7304,1
5482,1
2728,-1
3029,-1
439,-1
263,-1
4663,-1
7855,1
5483,1
7218,1
6762,-1
6247,1
7638,1
2029,-1
2823,-1
121,-1
6283,1
2734,-1
3414,-1
3943,-1
6508,1
6688,1
5941,1
4284,1
2915,-1
6366,-1
496,-1
7846,1
2716,-1
1889,-1
4553,1
4960,1
3616,1
1642,-1
6956,1
7665,-1
5530,1
6169,1
812,1
5329,1
7755,1
206,-1
1294,1
7464,1
2433,-1
1652,-1
2212,-1
3121,-1
4827,1
7775,1
240,-1
4800,1
6647,1
7517,1
6212,1
3791,-1
2249,-1
6902,1
1696,-1
4015,1
2043,-1
4715,1
1978,-1
1845,-1
6433,1
2542,-1
7328,-1
3874,1
6699,1
991,-1
5809,1
2279,-1
3294,-1
899,-1
7442,1
1783,1
1399,1
252,-1
2152,-1
2397,-1
3850,-1
5592,1
1892,-1
5889,1
3780,-1
7232,1
2178,1
3262,1
7427,1
3667,1
3609,-1
6225,1
8050,1
1182,-1
7663,1
3389,1
8108,1
3900,1
2141,-1
5828,-1
5805,1
6546,1
3509,-1
731,-1
5322,1
1369,-1
1718,-1
8018,-1
695,-1
4734,-1
6383,1
2876,-1
2401,-1
1120,-1
5297,1
7212,1
7176,-1
5733,-1
8014,-1
6468,1
5470,1
4626,1
2563,-1
2632,-1
8085,-1
2570,-1
3712,-1
7994,-1
3725,1
1202,-1
2150,-1
6197,1
6841,1
2175,-1
5504,-1
2500,-1
1292,-1
7571,1
4799,-1
836,-1
6941,-1
4101,1
685,-1
8080,1
1448,-1
4026,1
4390,1
4145,1
1784,-1
2337,-1
6626,1
5484,1
4597,1
7982,1
5807,-1
7029,1
7000,1
6528,1
6623,1
5965,1
8112,-1
5892,1
15,-1
7646,1
6581,1
6327,1
3010,-1
4184,1
6560,1
1710,-1
5619,-1
1238,-1
1043,-1
1531,-1
2404,-1
7059,1
841,1
5031,1
1571,-1
2036,-1
3614,1
5451,1
12,-1
4725,1
3671,-1
2760,-1
2747,-1
4846,-1
5248,-1
5459,1
4053,1
6638,1
7537,-1
6083,1
4891,1
3132,-1
4530,1
7135,-1
5058,1
6223,1
2134,-1
4908,1
4694,1
2590,-1
4230,1
4008,-1
6548,1
2891,-1
2429,-1
6571,1
4678,1
2124,-1
6905,-1
2851,-1
7354,-1
1086,-1
3842,-1
4771,1
806,-1
2552,-1
5588,-1
7113,1
4766,1
2588,-1
7498,-1
5707,1
7355,1
4673,-1
2310,-1
6894,1
6681,1
5682,1
6932,-1
7936,1
4947,1
1484,-1
1870,-1
3700,-1
7556,1
3034,1
1520,-1
7228,-1
3535,-1
1643,-1
6494,1
6,-1
3175,-1
7434,-1
7725,-1
783,-1
1928,-1
7466,1
7435,1
3848,-1
1790,1
8,1
6937,-1
5035,1
6344,1
3570,1
1129,-1
5845,1
7698,-1
517,-1
2090,-1
3986,1
4459,-1
993,-1
1570,-1
286,-1
1136,-1
1722,-1
2568,-1
3677,-1
4922,1
9,-1
2938,-1
7186,1
2724,-1
5835,-1
6244,1
7267,1
3814,1
2931,-1
142,-1
2554,-1
8035,-1
5511,1
7333,1
7462,1
4337,1
3558,-1
1595,-1
3083,-1
1001,-1
6742,1
5325,-1
8091,1
2378,-1
7988,-1
5855,1
4731,1
6233,1
597,-1
826,-1
675,-1
402,1
3524,-1
2537,-1
1150,-1
1748,1
185,1
7320,1
6510,1
1775,-1
7199,1
3363,1
1957,-1
3424,-1
1160,-1
7990,1
3726,1
5257,-1
6991,1
1196,-1
5988,1
4842,-1
220,-1
5702,-1
5060,1
4233,1
2805,-1
2063,-1
5255,1
3981,1
364,-1
3953,1
6463,1
4577,1
6452,1
5069,1
4641,1
7919,-1
7223,1
1281,-1
1705,-1
5432,1
6414,1
1185,-1
130,-1
302,-1
818,-1
3054,-1
1893,-1
4615,1
3601,-1
2584,-1
235,-1
4271,1
4275,1
7516,-1
6665,1
7600,1
1108,-1
1232,-1
3149,-1
4504,1
6652,1
7016,-1
862,-1
5478,1
1700,-1
7728,1
8072,1
2247,-1
7570,-1
2841,1
6174,1
6317,1
1370,-1
7069,1
6112,1
6767,1
5904,1
7808,1
5332,1
555,-1
6659,1
3434,-1
2696,-1
6559,1
7390,-1
7236,-1
4413,1
4456,1
4328,1
3382,-1
2196,-1
3927,1
7189,1
4324,1
5949,-1
6279,-1
910,-1
1831,-1
3484,1
7311,-1
4857,1
4166,1
5215,-1
6818,1
4616,1
5369,-1
3427,-1
2990,1
6801,1
7237,1
6322,1
4288,1
3698,-1
1173,-1
3092,-1
3514,-1
6881,1
5007,1
6954,1
7002,1
3542,-1
308,-1
2262,-1
7832,1
718,-1
1774,-1
7958,-1
3861,-1
1063,-1
443,-1
3597,1
84,-1
5783,1
3526,-1
6416,1
729,-1
4772,1
2602,-1
3453,1
7086,-1
6853,1
4415,1
5639,1
3615,-1
3580,-1
4743,1
6302,1
2843,-1
7920,1
379,-1
1547,-1
5326,1
1997,-1
6576,1
7336,1
4100,1
7650,-1
5085,1
4499,1
5455,1
534,1
3522,1
6206,1
4339,1
678,-1
2453,-1
7784,1
539,-1
7330,1
1837,-1
1712,-1
6133,1
2122,-1
1554,-1
2488,-1
1715,-1
6632,1
6085,1
1551,-1
3025,-1
4382,1
3319,-1
1362,-1
2854,-1
6439,1
6333,1
269,1
661,-1
5848,1
3955,1
3266,-1
5246,1
4070,1
893,-1
2943,-1
3689,-1
5488,1
3844,-1
3631,-1
3169,1
1869,-1
1290,-1
4757,1
5351,-1
735,-1
3485,-1
4548,1
7942,1
2611,-1
3594,1
4895,1
2501,-1
3736,-1
1891,-1
6657,1
6274,1
6336,1
1361,1
6377,1
187,-1
6760,1
2179,-1
1952,-1
196,-1
2549,-1
6951,1
322,-1
5575,1
7407,-1
2436,-1
2707,-1
7502,1
5150,-1
2234,-1
7810,-1
5196,1
3166,1
489,-1
7633,1
6805,1
4120,1
34,-1
113,-1
1955,1
917,-1
8102,-1
2491,-1
4313,1
7293,-1
6003,1
1314,-1
2650,-1
6328,1
6368,1
8045,1
2026,-1
4441,1
2888,-1
5121,1
1854,-1
6269,1
4303,1
4110,1
1180,-1
5981,1
2702,-1
3944,1
4140,1
1098,-1
7976,-1
2752,-1
7067,-1
3672,-1
1656,-1
861,-1
7578,1
7480,1
5275,1
2355,-1
1189,-1
2553,-1
5991,1
371,-1
811,-1
7664,-1
2131,-1
2640,-1
6482,1
4194,1
5427,1
7628,1
5381,1
3519,-1
5628,-1
6444,1
1386,-1
4365,1
6963,1
272,-1
1921,-1
5510,1
6671,1
221,1
4716,1
3471,-1
260,-1
3345,-1
1580,-1
3323,1
3053,-1
2278,-1
5543,1
7681,1
4836,1
3147,1
1536,-1
7580,1
2465,-1
2480,-1
1413,-1
2406,-1
3847,-1
4749,1
6380,1
4991,1
7479,-1
7337,1
2719,-1
6412,1
3073,1
3281,1
1487,-1
3482,-1
5695,-1
5685,1
3906,1
5175,-1
758,-1
7738,1
6916,1
5762,1
1859,-1
6181,1
6228,1
554,-1
7025,-1
5832,1
601,-1
1601,-1
4941,1
7492,1
2103,-1
1421,-1
7349,-1
4945,-1
3464,-1
3680,-1
5927,1
2455,-1
5871,1
5358,1
7409,1
2529,-1
1692,-1
5336,1
3373,-1
7902,1
7109,1
2396,-1
6608,1
6262,1
6589,1
2700,-1
535,-1
4501,1
6441,1
7590,-1
5605,1
3872,1
429,-1
3744,-1
8116,1
5053,-1
1328,-1
1814,-1
6264,1
6334,1
5669,-1
2521,-1
5813,1
6847,1
6073,1
7195,-1
5445,1
7611,1
6644,1
1145,-1
6449,-1
6708,1
5806,1
4029,1
4705,1
2381,-1
3260,-1
3735,-1
8004,1
7424,1
5787,-1
3705,-1
1922,-1
7257,1
7723,-1
7052,1
1495,-1
1267,1
745,-1
3936,1
3302,-1
1953,-1
109,-1
7752,-1
4035,1
4381,1
6596,1
2585,-1
5803,1
346,-1
4719,-1
1095,1
6332,1
7201,1
4127,-1
1933,-1
4554,1
5959,1
6909,1
1,-1
1013,-1
6162,1
620,-1
7177,1
5023,-1
67,-1
2385,1
6088,1
1806,-1
1632,-1
4813,1
7359,-1
3354,-1
6454,1
3117,-1
3584,-1
898,-1
7037,-1
4894,1
1096,-1
1473,-1
5925,1
401,-1
1262,1
4252,1
728,-1
1377,-1
6504,1
1545,-1
2241,1
1688,-1
4740,1
1170,-1
5013,1
3287,-1
1336,-1
88,-1
3760,-1
6545,1
2873,-1
7568,1
4707,1
2641,-1
3098,-1
219,-1
4622,1
195,-1
6084,1
1640,-1
7486,-1
6349,1
5567,1
6706,1
2892,1
6998,-1
2909,-1
2980,-1
3639,-1
4410,-1
8120,-1
3375,-1
4603,1
7083,1
6583,1
4763,1
6039,1
608,-1
7381,1
2694,-1
832,-1
5367,1
4532,1
4661,1
405,-1
414,1
2290,-1
4784,1
6888,1
2617,-1
3318,-1
5645,-1
2328,-1
7804,1
1872,-1
66,-1
7322,1
413,-1
1330,-1
4659,1
5045,1
4610,1
5286,1
4302,1
1351,-1
241,-1
6584,1
6686,1
4565,1
4987,1
3914,-1
3950,1
4744,1
2011,-1
2137,-1
3170,-1
6896,1
5656,1
939,-1
3759,-1
2027,-1
3239,1
2731,-1
3733,-1
4074,-1
4266,1
6696,1
381,-1
4701,1
2967,-1
7154,1
4402,1
4156,-1
1391,-1
4780,1
5797,1
223,-1
6200,1
1662,-1
6715,1
4291,-1
2265,-1
4338,1
2682,-1
3960,1
7055,1
3234,-1
361,-1
1778,1
3774,-1
4629,1
5622,-1
3192,-1
7018,1
6734,1
7371,1
2259,-1
977,-1
6263,1
7453,1
7711,1
349,-1
3013,1
7332,1
2663,-1
5697,1
621,-1
3498,-1
4695,1
1106,1
7192,1
6911,1
1327,-1
2653,-1
7079,-1
867,-1
1586,-1
4443,1
2826,-1
6562,1
6364,1
1979,-1
1245,-1
4433,1
2001,-1
465,-1
6466,1
8011,-1
3304,1
3992,1
3379,1
1171,-1
7370,-1
2972,-1
5665,1
7068,1
5214,1
4141,-1
1840,-1
5307,1
3069,1
4060,1
6563,1
3212,-1
1669,1
3243,1
6478,1
415,-1
5893,-1
1593,-1
7735,1
2949,-1
348,-1
5946,1
3320,-1
4258,1
5553,-1
5048,1
3862,-1
6402,1
5433,1
5349,1
6396,-1
5097,-1
6875,1
5574,1
925,-1
5101,-1
7971,-1
6826,1
1465,-1
1371,-1
7588,1
3564,-1
682,-1
3378,-1
7303,1
3233,1
3619,-1
4674,1
596,-1
3220,-1
2667,-1
5006,1
5633,1
7107,1
5353,1
30,-1
2768,-1
6043,1
7598,1
5366,1
4308,1
2039,-1
3629,-1
871,-1
7772,-1
1864,-1
2812,-1
1042,-1
1116,-1
2211,-1
6979,1
3027,1
4902,1
828,-1
6207,1
7547,-1
4247,1
3757,-1
8086,-1
1965,-1
531,-1
7178,1
3537,-1
4036,1
2946,-1
951,-1
570,-1
7908,1
1736,-1
4583,1
1041,-1
7569,1
3039,-1
3972,-1
5655,1
3296,-1
114,1
1625,1
872,-1
7019,-1
666,-1
5128,1
6184,1
3490,1
5957,1
5790,1
7608,1
238,-1
1524,-1
4788,-1
2165,-1
4218,1
4285,1
1828,-1
2643,-1
7652,-1
7625,1
6925,1
17,1
7494,1
5560,1
3432,1
5281,-1
2872,-1
2368,-1
965,-1
172,-1
1428,-1
483,-1
5221,-1
520,-1
36,-1
7959,1
6520,1
6005,1
